,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
13512,13845,3,0,2,1,1,omg this bitch tico wont stfu already
13513,13846,3,0,3,0,1,omg gt i throwing beer bottles street yelling drunk homeless people stop harassing trannies
13514,13847,3,1,2,0,1,omggggg nigga said jerry black bitch
13515,13848,3,1,2,0,1,on sight bitch i bet see streets trash ass nigga
13516,13849,3,1,2,0,1,ot nicca word nigga played jesus
13517,13850,3,0,0,3,2,obama mocked special olympics wendy davis mocks handicapped ya see pattern democrats
13518,13851,3,1,0,2,2,obama newly released gitmo jihadi has links to terrorists in syria
13519,13852,3,2,0,1,0,obama faves muslims black ghetto trash
13520,13853,6,1,0,5,2,obama hellfire missiles tend vaporize jihadis
13521,13854,4,0,4,0,1,ocean drive i gave pill i think i met pussy ocean drive
13522,13855,3,0,1,2,2,och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden
13523,13856,3,0,3,0,1,of lazy bitches i laziest today
13524,13857,3,2,1,0,0,of course year because of goddamn retards
13525,13858,3,0,3,0,1,of course that means fajita time if i flat ironing oh bitch we never leaving
13526,13859,3,0,3,0,1,off lot dope bitch i high af
13527,13861,3,0,1,2,2,offensive line trash
13528,13862,3,0,3,0,1,offensively joe johnson good lebron if better don pussies
13529,13863,3,0,0,3,2,officials jihadi cockroaches now booking tickets on cruise ships to syria
13530,13864,3,0,3,0,1,oh hope dre falls dickhole first pussy
13531,13865,3,0,0,3,2,oh i forgot lived ghetto
13532,13866,3,0,3,0,1,oh i back vap fuck one bitches
13533,13867,3,0,3,0,1,oh i nasty smoking cigarettes and nasty washing behind ears everyday stupid little bitch
13534,13868,3,0,0,3,2,oh yahweh hand upon shadow hovers for sake the house ysrah al mock day long
13535,13869,3,0,3,0,1,oh bitch lurkin well bitch i twerkin
13536,13870,3,0,3,0,1,oh hell yeah lol know nicca injury prone
13537,13871,3,0,3,0,1,oh multiple dna ol girl man ran train hoe
13538,13872,3,1,0,2,2,oh coon bike week charlotte ok makes sense
13539,13873,3,1,2,0,1,oh look cutler step throw threw int nice flat footed throw cunt
13540,13874,3,0,0,3,2,oh man this could serious first ever chanel bag contender grape colored chanel bags
13541,13875,3,0,3,0,1,oh god oh god i going bitch mob party today oh god
13542,13876,6,0,6,0,1,oh god bitch walked past legit smelled like fish market tfeh tfeh tfeh
13543,13877,3,0,0,3,2,oh there oreo baked chocolate chip cookie
13544,13878,3,0,2,1,1,oh nah bitch i work much even think lol
13545,13879,3,0,3,0,1,oh didnt watch yo mouth bitch one bitch two dogs
13546,13880,3,0,3,0,1,oh tht hoe ode fake
13547,13881,3,0,3,0,1,oh it friday night night bitches cheat
13548,13882,3,1,2,0,1,oh please you pussy
13549,13883,3,0,3,0,1,oh i respect bitches spiteful come children
13550,13884,3,0,2,1,1,oh shit still light i bitch long
13551,13885,3,1,2,0,1,oh shit dallas trash your hairline trash
13552,13886,3,1,0,2,2,oh snap i realizing skinny tranny jared leto he wo unrecognizable weight loss geez
13553,13887,3,0,3,0,1,oh bc cover u bitches wanna talk shit
13554,13888,3,1,2,0,1,oh well lil stupid ass bitch i fuck youuuuuu idfwu bitter ass song fuck niggas like
13555,13889,3,1,2,0,1,oh yeah especially winston niccas lmao think i wont lol these niggas
13556,13890,3,0,3,0,1,oh got new bitch think got new bitch
13557,13891,3,0,3,0,1,oh one stuck bitches
13558,13892,3,0,2,1,1,oh want pho well saimigi ghetto pho eat shit since im broke
13559,13893,3,0,1,2,2,oh gonna ruining life throwing away smoking weed test scores higher just trash life
13560,13894,3,0,3,0,1,oh i back bitch no one walks ever ever
13561,13895,3,0,3,0,1,oh bitch
13562,13896,3,0,3,0,1,oh not whitney it b true gt sob sob weep sob lt oh crack industry lost champion ya dumb bitch
13563,13897,3,0,2,1,1,oh wow avoiding bitch
13564,13898,4,0,4,0,1,ohh btw get call blame bitch keeps signing people bc wants gym buddies lol
13565,13899,3,0,2,1,1,ohh gawdd woke throwed dis nicca paper slept n damn car n threw n shit n lost phone smh gm
13566,13900,6,0,6,0,1,ohkay texas bitch keep textin callin cryin stressin bout i i another bitch allegedly
13567,13901,3,0,3,0,1,ohmygod please bitch today
13568,13902,3,0,3,0,1,oi look pussy bed
13569,13903,3,0,0,3,2,ok shows cartoon network complete trash stevm universe awwwwwesomeeeeee
13570,13904,6,0,4,2,1,ok funny a proud liberal wants end racism calls tim scott uncle tom lolz lib idiots
13571,13905,6,0,6,0,1,ok night night bitches
13572,13906,3,2,1,0,0,ok did bitch say wut i think said i believe u described urself dumbass
13573,13907,3,0,2,1,1,ok sucking dick supposed done cute manor just like eating pussy supposed scared
13574,13908,3,0,3,0,1,okay i gonna need everyone stop calling rihanna hoe k thanks
13575,13909,3,0,3,0,1,okay ajay got one time call bitch one lit sub tweets like bitch i fucc yo lit life got going up
13576,13910,3,0,2,1,1,okay number saved long okay thancc you tf hoe
13577,13911,3,0,3,0,1,okay reply i want anyways bitch
13578,13912,6,1,5,0,1,okay i know i like ten years late i freaking hate ana sofia lost fuck dumb bitch wtf problem
13579,13913,3,1,2,0,1,okay either super dyke weird car sex fetish
13580,13914,3,0,3,0,1,okay right bitch mad cause you opened mouth
13581,13915,3,0,3,0,1,okay kids came that i know i tweeting way too late night gt i outta gt
13582,13916,3,0,1,2,2,okay maybe every evil but i would people i encountered trash another barely human
13583,13917,3,1,2,0,1,okay here if sooooo cool gt how come bitches call obama bo jingo that i thought
13584,13918,3,0,3,0,1,okay i stop bitch maybe
13585,13919,3,0,2,1,1,oklahoma yards tu points trashhhhhhhh ass teams big xii trash
13586,13920,3,0,3,0,1,ol bitch ass look like got bobble head
13587,13921,3,1,2,0,1,ol heads always think young nicca gon runoff wit sacc
13588,13922,3,0,2,1,1,old hoe lol my juice gone i old bitty
13589,13923,3,0,2,1,1,old hoes get mad show attention want
13590,13924,3,0,3,0,1,old lady went pay reached way plate hate eating bar countertops stupid white bitch
13591,13925,3,1,2,0,1,older black guy factory i know none coons work tipped he right
13592,13926,3,0,2,1,1,ole girl really told care boyfriend hoes this wrong generation
13593,13927,3,0,3,0,1,olivia pussy good got jake sip tea enemy o p baddest bitch
13594,13928,6,0,2,4,2,omer asik trash offensive side floor dude real life murky doo doo water
13595,13929,3,0,3,0,1,omfg i murk bitch i see red dude
13596,13931,3,0,3,0,1,omfg tattoo hurts like bitch
13597,13932,3,0,3,0,1,omfg the crazy bitch
13598,13933,3,0,3,0,1,omg days in exactly week i vegas bitches
13599,13934,3,0,3,0,1,omg dot i sure give away free bitch
13600,13935,3,0,3,0,1,omg i hate bitches fucking laugh shut fuck upppp
13601,13936,3,0,3,0,1,omg i go charlie bear twerk team i fucks
13602,13937,3,0,2,1,1,omg i kill liking pic i swear bitch
13603,13938,3,0,3,0,1,omg bitch buy dildo stfu
13604,13939,3,0,3,0,1,omg bruh said bitch look like female jb smoove lmao
13605,13940,3,0,3,0,1,omg chloe pulled house like come outside bitch hella cray
13606,13941,3,0,3,0,1,omg fuck bitches
13607,13942,6,1,5,0,1,omg he pathetic spineless balls piece trash twitter i ever seen let go throw blah
13608,13943,3,0,3,0,1,omg bitch said shit
13609,13944,6,0,5,1,1,omg bitch standing humming deep annoying tone whole time counter wtf
13610,13945,3,0,0,3,2,omg the cutest little tinker bell ever
13611,13946,3,2,1,0,0,omg you say face stupid ass hoes talkin shit imma whoop ass dramatic teenage girls
13612,13947,3,0,0,3,2,omgggggggggg mila kunis fing hot f sarah marshall she like bird anorexic
13613,13948,3,0,3,0,1,omm bitch dumb ass fuck
13614,13949,3,0,0,3,2,omoide yokocho shinjuku tokyo japan jap n lost japan miguel mich n
13615,13950,3,0,3,0,1,on gc i dis bitch
13616,13951,3,2,1,0,0,on upenn campus black chicks trash gonna paid
13617,13952,6,0,6,0,1,on handstand pops pussy delight
13618,13953,3,0,0,3,2,on mission find zebra cakes
13619,13954,3,0,2,1,1,on scale redneck i watching days thunder right
13620,13955,3,0,3,0,1,on break feeling xxxtra dumb cause forgot lunch money like hoe
13621,13956,3,0,3,0,1,on shit jus turned bitches dat grown shit
13622,13957,3,0,0,3,2,on anniversary al qaeda supporters claim ben laden show jihadi authenticity
13623,13958,3,0,1,2,2,on secret party mission live tweaking mock fatpo
13624,13959,6,0,6,0,1,on online hitting niggah
13625,13960,3,1,2,0,1,on westside i screamin fuck kd bitch
13626,13961,3,1,2,0,1,on westside i screamin fuck kd bitch
13627,13962,3,0,3,0,1,on ya pussy rap sheet whole lot bros
13628,13963,3,0,3,0,1,once hello hardin county everyone knows hoe named ashley hsn
13629,13964,3,0,0,3,2,once brainwork done pacemakers medical device companies call contract tinker toy engineers like
13630,13965,3,0,3,0,1,once break ion want pussy nomore y really hate huh
13631,13966,9,1,8,0,1,once hate someone everything offensive look bitch eating crackers like damn place
13632,13967,9,0,9,0,1,one big school full fake bitches
13633,13968,3,1,2,0,1,one day niggas gone learn fuck ugly bitch because pregnancies need stopped
13634,13969,3,0,3,0,1,one hoe fine fuck one ugly bitch
13635,13970,3,0,0,3,2,one man trash another transformer
13636,13971,3,1,2,0,1,one mans hoe is another mans hoe they change nigga
13637,13972,3,0,0,3,2,one mans trash another mans treasure
13638,13973,3,0,1,2,2,one mans trash another mans treasure
13639,13974,3,0,1,2,2,one tonight dog walk sunset aka invisible bird wire
13640,13975,3,0,3,0,1,one night stand hoes nothing
13641,13976,3,0,0,3,2,one best looks charlie weis couple months ago hanging w nelly
13642,13977,3,0,0,3,2,one favorite songs there man shoreline white parakeet trying make bird go home
13643,13978,3,0,3,0,1,one nigs hollered cici ima keep low key tho one lol
13644,13979,3,1,2,0,1,one biggest arrests so why a gotta act like
13645,13980,3,1,2,0,1,one best time gt anybody seen lately i believe dressed
13646,13981,3,0,0,3,2,one great treasures living san diego ready access mexican twinkies made real sugar mexican coca cola
13647,13982,3,0,0,3,2,one world prominent jihadi forums got shut
13648,13983,3,0,3,0,1,one room full bad bitches lmao can believe i kicking mains myspace
13649,13984,3,0,3,0,1,one thing i stand texting bitches got droids
13650,13985,3,0,3,0,1,one thing i hate lightskin niggas confused bitch like either go fwm gon fw niggas
13651,13986,3,0,3,0,1,one thing i love relationship understanding like cute shit cute birds
13652,13987,3,0,3,0,1,one thing i love russel wilson bitch runnin
13653,13988,6,0,6,0,1,one thing i never love bitch cuz i drillin shit i love clique
13654,13989,3,0,2,1,1,one thing i loyal nicca
13655,13990,3,1,2,0,1,one thing always tell lor cousins big cousins bitches niggah u always gonna good regardless
13656,13991,3,0,3,0,1,one thing u get trust bitch
13657,13992,3,0,3,0,1,one time high school girl told friend needed proactive so told needed weight watchers hahaha bitch
13658,13993,3,0,3,0,1,one time girl asked problem i instantly replied i love bad bitches
13659,13994,3,0,1,2,2,only americans degenerate enough honor war dead barbecue anyone grills memorial day trash
13660,13995,3,3,0,0,0,only americans would hire white trash ties international terrorism police officers
13661,13996,3,0,0,3,2,only blood can satisfy the hungry flames of r hollor charlie brown
13662,13997,3,1,2,0,1,only fuckin would think no was a gt
13663,13998,3,0,3,0,1,only broke nigga gonna settle broke bitch
13664,13999,3,0,3,0,1,only hoe would favorite
13665,14001,6,0,6,0,1,only basic bitches workout planet fitness
13666,14002,3,0,2,1,1,only bitches talk shit
13667,14003,3,0,3,0,1,only broke bitches steal money
13668,14004,3,1,2,0,1,only faggot pussies put twitter pic dog
13669,14005,3,2,1,0,0,only faggots use white ds
13670,14006,4,3,1,0,0,only fags say swag shits mad retarded
13671,14007,3,0,3,0,1,only fat bitches flat booty hoes today wackkkkk
13672,14008,3,0,3,0,1,only one reason cause bitch wont go gay if name nt smurf i see noone
13673,14009,3,0,3,0,1,only fw bad bitches iont mediocre
13674,14010,3,0,3,0,1,only get loud around ya team ass bitch
13675,14011,3,0,3,0,1,only goofy niggas simp chicks community pussy
13676,14012,3,1,2,0,1,only hoes cheat
13677,14013,3,0,3,0,1,only hoes get followers instagram
13678,14014,3,0,3,0,1,only hoes love
13679,14015,3,0,1,2,2,only hick town walk national sports bar get busch light smh
13680,14016,3,0,3,0,1,only keep real bitches attendance
13681,14017,3,0,3,0,1,only movie cant wait see fail im going killer ape shit michael bay
13682,14018,3,0,3,0,1,only negro keep adding baby fat got older
13683,14019,3,0,3,0,1,only niggah tl getting
13684,14020,3,0,2,1,1,only ounces niggah
13685,14021,3,1,2,0,1,only people home right nurses hoes niggas tryna hit hoes
13686,14022,3,3,0,0,0,only retards fuckry
13687,14023,3,0,2,1,1,only family eyes n bitch rite heree
13688,14024,3,0,3,0,1,only strong survive nigga pussy
13689,14025,3,1,2,0,1,only strong survive niggas bitches
13690,14026,6,0,6,0,1,only things calm pussy cali tree
13691,14027,3,0,3,0,1,only tweet pussy got superpowers
13692,14028,3,1,2,0,1,only would cut best tight end resign trash nigga make play save life
13693,14029,3,0,3,0,1,only white people use word cunt todd really taking
13694,14030,3,1,2,0,1,only white trash morons offended team name
13695,14031,3,2,0,1,0,only white trash watch football
13696,14032,3,1,2,0,1,only white trash watch hockey
13697,14033,3,3,0,0,0,only white trash would call slants hindis moslems equals
13698,14034,3,2,1,0,0,only word i understand nigger heavily disappointed show aaronmacgruder stuff blows imo
13699,14035,3,0,3,0,1,oomf hoe she know hoe i know hoe wont claim hoe say aint hoe we all know you a hoe hoe
13700,14036,3,0,3,0,1,oomf got hella hoes
13701,14037,3,0,3,0,1,oomf got hoes
13702,14038,3,0,3,0,1,oomf make skin itch like ew bitch
13703,14039,3,0,3,0,1,oooow bitch lace front lace fucked
13704,14040,3,0,0,3,2,oops i freudian slit
13705,14041,3,0,3,0,1,open legs filet mignon pussy
13706,14042,3,0,3,0,1,open mouf kissing nig lol sam love kissing smh lol
13707,14043,3,0,3,0,1,open legs filet mignon pussy
13708,14044,3,0,0,3,2,operation ask redhead resolve charlie brown
13709,14045,3,0,1,2,2,or vote cripple amirite bigot mt vote governor texas
13710,14046,3,0,0,3,2,or i vibing ask see aux cord knowing bout play trash
13711,14047,3,0,3,0,1,or dumb bitch self esteem i decide but saint
13712,14048,3,0,3,0,1,or continue bitch that cool
13713,14049,3,1,2,0,1,or faggot guess got caught saying nigga
13714,14050,3,0,0,3,2,or get swept motown lol
13715,14051,3,0,3,0,1,or get nails done same hoes brag niggas fw got money even get fill tank
13716,14052,3,0,0,3,2,or pollo
13717,14053,3,0,1,2,2,or cant afford winter clothes summer hoe winter muslimah
13718,14054,3,2,1,0,0,or teach might get u got i really hate disrespectful ass bitch class the professor talking stfu bitch
13719,14055,3,0,1,2,2,or music trash
13720,14056,3,0,1,2,2,or neighborhood you know mexcian ghetto
13721,14057,3,0,3,0,1,or gotta pay bills cause pussy free ummmm dick free neither pick tab please thank
13722,14058,3,2,1,0,0,oregon losing in oregon ahhhahahaha faggots
13723,14059,3,0,0,3,2,oreo ice cream sandwich
13724,14060,3,0,0,3,2,oreo shake i want
13725,14061,3,0,0,3,2,oreo milkshakes forever remind
13726,14062,3,0,0,3,2,oreos coffee brunch i i want
13727,14063,3,0,2,1,1,oreos ho hos put milk
13728,14064,3,0,0,3,2,oreos life
13729,14065,3,0,0,3,2,oriental rugs cause i flyer dove
13730,14066,3,0,3,0,1,oscar i used make fun chaco wearing people together sale lil bitch wants
13731,14067,3,0,0,3,2,oscar taveras went yardie career mlb bat what stud
13732,14068,3,0,3,0,1,oscars fuckin roasts right got hella dying bitch
13733,14069,3,0,1,2,2,other jihadi news executed preacher redha lari coz extreme hampered reconciliation nusra fatwas
13734,14070,3,0,3,0,1,other faggot shit macklemore actually really good artist better alot rappers
13735,14071,3,0,3,0,1,otters would make cool pets cunts
13736,14072,3,1,0,2,2,our female guinea pig pregnant
13737,14073,3,0,3,0,1,our professor said hoes said butt hurt what boss
13738,14074,3,0,0,3,2,out day care i taking kitty nap hosers
13739,14075,3,0,3,0,1,outside click another nicca fucc n wit
13740,14076,3,1,2,0,1,outside dah fuckin yardie eh
13741,14077,3,0,3,0,1,over bitches trying act like i picture
13742,14078,3,0,3,0,1,overall single life fun just also get nudes leak em unless faggot
13743,14079,3,0,0,3,2,overripe eggplants good eats
13744,14080,3,0,0,3,2,philosophy existentialism and depth trash pop
13745,14081,3,0,1,2,2,pnd jigga man
13746,14082,3,0,0,3,2,pollos a l ast dos pollos estaban dando vueltas en una poller mientras los estaban cocinando l ast cuando
13747,14083,3,0,1,2,2,psa reduced fat oreos waxy soften properly dunked milk stay away from them they re unnatural
13748,14084,3,0,1,2,2,paceys told flash touching turning yellow black
13749,14085,3,0,0,3,2,padre yankee angel fans need stfu
13750,14086,3,0,3,0,1,paid dis much da belt i betta crack bitch
13751,14087,3,0,3,0,1,paige better text bitch lol
13752,14088,3,0,3,0,1,painting bitches rooftops b c bitches love rooftops
13753,14089,3,0,0,3,2,palin mocks obama russia rhetorically asks could seen coming crowd goes wild
13754,14090,3,0,0,3,2,panda express trash i wanted chinese feel like gettin car
13755,14091,3,2,1,0,0,pantera minutes alone minutes pussy boy i crush
13756,14092,3,0,3,0,1,paper pussy cause pussy bring problems
13757,14093,3,0,3,0,1,papoose trash bro lol
13758,14094,3,0,3,0,1,pappadeaux bread scampi butter her pussy tastes like
13759,14095,3,0,3,0,1,pappadeaux got best chicken strips i swear i squeeze lemons hoes
13760,14096,3,0,1,2,2,parents television council scandal sex scene charlie brown ok
13761,14097,3,0,3,0,1,parker cannon lyrically beautiful that bitch comes best lyrics songs like fuck man
13762,14098,3,0,0,3,2,parodies jihadi songs effective asinine muslims condemn
13763,14099,3,0,1,2,2,parsons trash
13764,14100,6,2,3,1,1,part chink
13765,14101,3,0,3,0,1,party house come bitches
13766,14102,3,0,3,0,1,pass interference dumb ass zebra jerks
13767,14103,3,1,2,0,1,pass sticks bitch
13768,14104,3,0,3,0,1,passing mad hoes give want
13769,14105,3,0,3,0,1,patty dont love hoes
13770,14106,6,0,5,1,1,pau hoe how u gon play trade deadline
13771,14107,3,1,2,0,1,paula patton pussy got nigga stage knees talmbout gotta get back tonight
13772,14108,3,0,3,0,1,pay pussy yo i get many freebies
13773,14109,3,0,2,1,1,payback bitch
13774,14110,3,0,2,1,1,paybacks bitch
13775,14111,3,1,2,0,1,peace faggots
13776,14112,3,2,1,0,0,peace fags remember i best lux support na drop lustboy pick kakao tsm
13777,14113,3,0,0,3,2,peace friend only peace i enemy dont say word look facebook wall one best friends ever moor
13778,14114,3,0,3,0,1,peace hoes i put badongle cook breakfast
13779,14115,3,0,3,0,1,pedro little bitch cause never dm
13780,14116,3,0,0,3,2,penn state tryna slant screen way field lol
13781,14117,3,3,0,0,0,pennsylvania white trash pennsylvanians
13782,14118,3,2,1,0,0,people fucking retarded lol
13783,14119,3,0,0,3,2,people uncivilized
13784,14120,3,0,3,0,1,people bitches complaining stupid things
13785,14121,3,1,2,0,1,people ask i never speak bout subtweets n lil shit people say baby tbh ion give dam bout none nigga bitch oml
13786,14122,3,1,2,0,1,people asking donations christy mack get real bitch made thousands dollars sex bitch better fuckin
13787,14123,3,0,1,2,2,people angry tonight dis tweeter it hard colored man see dis anger like bein waffle house mississippi
13788,14124,3,0,3,0,1,people calling complaining spinellis purge special lmao pussies
13789,14125,3,0,3,0,1,people comment fb statuses like how day like bitch wtf i know
13790,14126,3,2,1,0,0,people get retarded everyday
13791,14127,3,0,3,0,1,people gotta learn appreciate people go way help even want help bitch
13792,14128,3,0,3,0,1,people hate da rig life i love baby pussy ass nigguh
13793,14129,3,0,3,0,1,people love touch hair ooo real yes bitch
13794,14130,3,3,0,0,0,people site fucking retarded sometimes
13795,14131,6,0,6,0,1,people talk shit twitter see person looking like bitch wtf looking yes yeah i cute
13796,14132,3,0,2,1,1,people tend bitch coaching much offensive playcalling killed ags indefensible point
13797,14133,3,1,0,2,2,people chose country city miserable trash they deserve neither respect consideration they less scum
13798,14134,3,0,1,2,2,people put blinkers seriously need crash pole something
13799,14135,3,3,0,0,0,people enjoy shows like douche bags usually white trash
13800,14137,3,2,0,1,0,people go church hollywood ca white trash filth
13801,14138,3,2,0,1,0,people grow vegetables nothing common peasant trash
13802,14139,3,2,1,0,0,people live unwashed trash
13803,14140,3,0,3,0,1,people never use hair product unkept white trash douche bags
13804,14141,3,0,2,1,1,people play white trash
13805,14142,3,2,0,1,0,people play human filth deserve respect give mosquito they soulless gutter trash
13806,14143,3,0,0,3,2,people slam brakes yellow lights allowed drive
13807,14145,3,0,1,2,2,people trash cars love drive fast reckless
13808,14146,3,0,0,3,2,people picture far wide reason makes teabaggers poor spelling really angry
13809,14147,6,1,2,3,2,perhaps ezra miller first crack toward changing regardless whether identifies queer gay
13810,14148,3,0,0,3,2,perhaps i diehard yankee fan point watching debacle so else lol
13811,14149,3,0,0,3,2,permanent slit eyebrow i tumbled bleachers i little i stayed er
13812,14150,3,1,2,0,1,person my new years resolution jackass everyone me yeah i going buy i retarded
13813,14151,3,0,3,0,1,peter pan ho never land ho
13814,14152,3,1,2,0,1,peyton manning goon fuck eli pussy ass
13815,14153,3,0,3,0,1,phaedra gonna drop apollo like mariah da brat went prison these hoes loyal
13816,14154,4,0,0,4,2,phil hughes looking like phil hughes old
13817,14155,3,2,1,0,0,phillip rivers look like almost wants call dude nigger bad play
13818,14157,3,0,3,0,1,phone disconnected like hoe thank god shmediums hot spot lol
13819,14158,3,0,3,0,1,phone drier yo bitch scalp
13820,14159,3,0,0,3,2,photo check background spooks
13821,14160,3,0,3,0,1,photo bad bitch favorite vegas socialite
13822,14161,3,0,1,2,2,photo giving trailer park trash
13823,14162,3,0,2,1,1,photo good morning ig giving u white trash body
13824,14163,3,0,3,0,1,photo happy friday bitches
13825,14164,3,0,3,0,1,photo happy friday bitches
13826,14165,3,0,3,0,1,photo here kimora boobies unlock i slice bitch
13827,14166,3,0,3,0,1,photo ima boss ass bitch
13828,14167,3,0,3,0,1,photo me bitch
13829,14168,3,0,3,0,1,photo morning bitches
13830,14169,3,0,3,0,1,photo mustard beat hoe
13831,14170,3,0,3,0,1,photo my mains yessssss turntup bitches
13832,14171,3,0,3,0,1,photo no filtering bitches
13833,14172,3,0,1,2,2,photo rest peace bad boys bad advise made let old asian dude glue sole
13834,14173,3,0,3,0,1,photo seriously all friends hoes it funny
13835,14174,3,0,1,2,2,photo anarcho queer anarchism stands social order based free grouping individuals
13836,14175,3,0,2,1,1,photo deafreaperventus wayward sons fallen angels murderous crows gay intensifies saying
13837,14176,3,0,3,0,1,photoset the biggest pussy i seen china
13838,14177,3,0,3,0,1,physical bed these bitches frame trash
13839,14178,3,0,0,3,2,pic circulating jihadi feeds claiming isis flag top mount arafa holiest day pilgrimage
13840,14179,3,0,3,0,1,pic confusing looks like dyke hoe pooci
13841,14180,3,1,2,0,1,pick city buy condo find fine hoe let time go
13842,14181,3,0,3,0,1,pickup line are cat lady because i love pussy no wait i literally meant i like cats
13843,14182,3,0,2,1,1,picture time outside metro fucking fags
13844,14183,3,0,3,0,1,pie crust trash it flaky dry shit
13845,14184,3,0,0,3,2,pierce would easily drained shots us he trash smh
13846,14185,3,0,3,0,1,pillow talkin bitches see bad nigga she basic
13847,14186,3,0,3,0,1,pillow talkin hoe hatin nigga might lose ya chick like
13848,14187,6,0,6,0,1,pink champagne boo thang bad bitch i hope trade
13849,14188,3,1,2,0,1,pisses i see little liberal faggots wearing che guevara shirts move ur ass cuba
13850,14189,3,1,2,0,1,pisses much brett screams fag whore window people
13851,14190,3,0,3,0,1,pistols bad bitches hustlers bad business
13852,14191,3,0,3,0,1,pizza wings bitches
13853,14192,3,0,3,0,1,pizza salad alcohol i want cravings need met i rude bitch
13854,14193,3,0,3,0,1,plaid shorts bitches
13855,14194,6,0,6,0,1,play twice aye im pyhscopathic cunt you dead
13856,14195,3,0,3,0,1,play pussy get fucked
13857,14196,3,0,3,0,1,play fuck bitches get money music
13858,14197,3,0,3,0,1,play hoes like lottery
13859,14198,3,0,0,3,2,playing show lutsen mn pm today papa charlies
13860,14199,3,0,3,0,1,playing games wrestling ways i bind brothers that sex talk providing condoms no raw dogging hoes
13861,14200,3,3,0,0,0,playing white guilt lasted one last time whitey felt absolved ends today it ends fields suburbs pennsylvania
13862,14201,3,1,2,0,1,playing money like playing emotions niggas believe i guess going find hoe ass niggas
13863,14202,3,1,2,0,1,please shut hoe i honestly nice person
13864,14203,3,0,3,0,1,please control yo hoe
13865,14204,3,0,3,0,1,please dnt take pictures please dnt take pictures especially jewelry man hoes vicious
13866,14205,3,0,3,0,1,please excuse bitch ass phone hoe lately
13867,14206,3,0,0,3,2,please stop scoring otherwise runs tomorrow romero
13868,14207,3,0,3,0,1,plot twist i fucked bitch
13869,14208,3,0,3,0,1,plot twist bitch
13870,14209,3,0,3,0,1,plot twist hoes loyal
13871,14210,3,0,0,3,2,pm u use words i use ex sweg pm yid nid dating
13872,14211,3,0,2,1,1,police niccas tryn raid da trap
13873,14212,3,0,0,3,2,polite yet militant
13874,14213,6,2,3,1,1,political ass bitches
13875,14214,3,0,3,0,1,polo levis jordans snapback the look face still get pussy priceless
13876,14215,3,0,3,0,1,poof vamoose son bitch
13877,14216,3,0,0,3,2,poor henry supporting right guys gut don hurt charlie
13878,14217,6,0,6,0,1,poor leo help havin resting bitch face i feel ya home skillet biscuit
13879,14218,3,2,1,0,0,pop nigguh sound like crisco
13880,14219,3,0,3,0,1,pop pussy
13881,14220,3,0,3,0,1,pop pussy real nigga
13882,14221,3,0,1,2,2,popcorn candy dinner i always knew charlie brown spirit animal
13883,14222,3,0,3,0,1,popped pussy sweating lol
13884,14223,3,0,3,0,1,poppy give discou bitch get lowwwww
13885,14224,3,0,3,0,1,poppy give discounts bitch get lowww naw fareal tho
13886,14225,3,0,0,3,2,pops interviews remain warm fuzzy
13887,14226,3,0,3,0,1,pops told never stick ya broke bitch
13888,14227,3,2,1,0,0,porch monkey life
13889,14228,3,0,2,1,1,porch monkey life
13890,14229,3,0,2,1,1,porcha grandma really like nig real i tried hollar fo real
13891,14230,3,0,3,0,1,pornographic oo oo don make hoe oo
13892,14231,3,0,0,3,2,posted new song guala
13893,14232,3,0,0,3,2,posted new song guala
13894,14233,3,0,3,0,1,power bomb dat hoe
13895,14234,3,0,3,0,1,ppl really handle girl yes girl says feel come bitch
13896,14235,3,0,1,2,2,practically got arrested tonight allowed utampa grounds year fml im retarded
13897,14236,3,0,0,3,2,praise thy lord season beanies upon us
13898,14237,3,0,2,1,1,preach ugly girls way go man nobody got time pretty hoes
13899,14238,3,1,2,0,1,precisely soon break starts shit swore never like hoe
13900,14239,3,0,0,3,2,prejudice a preconceived awareness based majority interactions the negative slant comes libs self preservation basis
13901,14240,3,0,3,0,1,preparing called nigger night i mean play cod night
13902,14241,3,0,3,0,1,pressed pussy i get many freebies
13903,14242,3,0,3,0,1,pretend assholes callin women bitches know love em lol
13904,14243,3,1,2,0,1,pretending make rain ghetto president govt money whores beg utilties stay one day
13905,14244,3,1,2,0,1,pretty ass niggah
13906,14245,3,0,3,0,1,pretty bitches even prettier titties
13907,14246,3,0,3,0,1,pretty mother fucker pull bitch likee
13908,14247,3,0,3,0,1,pretty motherfucker pull bitch like
13909,14248,3,0,3,0,1,pretty muthafucka pull bitch like
13910,14249,3,0,0,3,2,pretty whole yankees thing id rather lose alcs every year live detroit i miss real steinbrenner
13911,14250,3,1,2,0,1,pretty sure i got ya bitch nudes phone nigga
13912,14251,3,0,3,0,1,pretty weird flight attendants instructed say welcome oc bitch exit plane
13913,14253,6,0,6,0,1,probably going tackle kenzie i see tbh i miss bitch
13914,14254,4,0,4,0,1,probably saved ass today about gas diesel engine would without redneck friends
13915,14255,3,0,3,0,1,procrastination really bitch
13916,14256,3,0,3,0,1,produced yung bouta drop dis hoe
13917,14257,3,0,3,0,1,profesional sports enjoyed white trash
13918,14258,3,0,3,0,1,project pay soft ass little bitch
