,class,tweet
22363,1,racial discrimination interacts genetics impacts health among african americans
22366,1,boob marathi nude women
22382,1,motherfucker needs paladino racist comments spark calls
22397,1,run risk looking unintentionally moredun edinburgh
22408,1,u expect father denounce kkk racism
22417,1,vandalised condemns act
22420,1,comment
22430,1,plz sign
22451,1,well surprise wonder much bit research cost
22474,1,racial profiling cologne disgusting
22480,1,let get incredible job journalist
22481,1,men propose funny
22511,1,hmmm sounds familiar held news
22529,1,bitter lost people million
22542,1,bridge appeared denial indigenous first people racism ergo
22549,1,
22551,1,awful slap face hey neighbor black bought house r
22557,1,vandalised condemns act
22567,1,enabled mp make statements great alt right work
22572,1,pick attorney general shadowed race history
22577,1,thought kind comments allowed someone breaking rules
22578,1,eah pastor perhaps prayer meditation respond spin
22632,1,keep going stupids keep commenting already donations
22635,1,needs exit political journalism world exit stage left
22657,1,calls step knows spew consequences
22687,1,smiling positive effect racist first impressions
22719,1,id checked police zero times months course discrepancy nothing
22761,1,perspective refresher
22776,1,might libtard
22779,1,protesting trump fuhered
22780,1,america kill obama welcome signs new mexico draw criticism
22811,1,josephjett fatherhood shall engage aberrant social behavior call resultant disdain merely
22826,1,maybe dare demonize innocent infants born white skin
22851,1,vandalised condemns act
22918,1,think told dictionaries
22925,1,done good idea repoed abusive content troll
22934,1,live swiftly sharpens fang tale
22937,1,universityofwisconsinmadison offering course gonna blatantly orgasmic
22953,1,la la land idea poc make ur films u em quit bitching whitey white
22954,1,victims islamic extremist attacks continue muslim
22958,1,waste time sob plaster color profile blm bacon lettuce maters matter slices bread
22972,1,almost
22989,1,video men womenmalayalam ameture porn video
23050,1,motherfucker needs paladino racist comments spark calls
23055,1,radicalism woodrow racism
23058,1,people want promote natural seen xenophobic natural
23081,1,tremendous oppounity move country back years ove tax breaks corps
23098,1,team show combat
23107,1,designed neutral jumpsuit call subtle remains involved buttoning shi
23119,1,want vote
23129,1,comments reflections ignorance world
23135,1,showing negative stuff confused
23136,1,absolutely piss
23144,1,invited help actions sept
23198,1,word factory race denial prevents healing gt
23204,1,cult
23208,1,genuinely disappointed performer great judged hair
23251,1,one roots aus garbage prisoners uk
23279,1,sooooo may funny
23299,1,liberal institutionalized white supremacy
23304,1,comment donation suck
23305,1,smooth new year eve marijuana unleashed ibooks
23322,1,last retro year whilst love good bit
23330,1,fliers posted outside mosque
23344,1,serious bs jemele women thrive outside home
23346,1,made impossible challenge
23360,1,marx foretold revolution would one day sweep globe
23364,1,non stop election
23375,1,feel like stomping listen
23379,1,yes apparently qualified job dependent upon ethnicity
23394,1,wait nothing good racist misogynist see women like animals
23423,1,highest lowest ones
23426,1,whites damon sajnani teaches really lame classes
23430,1,weneed
23434,1,latest daily thanks
23450,1,revolution racism humanity
23458,1,decided become beginning feminists reading plz help find educational materials
23459,1,husband
23481,1,wow really cool
23486,1,mars bar charging guys entry girls like modern sexism
23505,1,trump new york co chair resign despite racist remarks obamas
23534,1,movement
23572,1,decision perform trump forever stain mormon values
23588,1,govt lot answer racist
23596,1,hiv infection oral sex white girl sex black guy
23603,1,finally gets supremely called
23644,1,latest daily thanks
23649,1,invented word
23651,1,seriously got rejected driver soon got car white wow finest
23653,1,joking matter officers fired joke target practice neighborhoods
23662,1,feel like stomping listen
23677,1,time get saying already missed point
23679,1,give hope dismantle systemic racism
23692,1,flight attendants word journos
23718,1,might libtard
23721,1,keep standing ground interview represents blatant misrepresentation valid
23722,1,yet honestly expose deep rooted hatred towards based
23725,1,hey nobody comes close
23743,1,might libtard
23750,1,screenshot share snaps impoant message
23752,1,official paladino makes crude remarks
23756,1,l chat maria
23770,1,might libtard
23773,1,left stops
23783,1,word factory race denial prevents healing gt
23789,1,dylann roof face new competency hearing
23827,1,sorry
23873,1,says iq low u highstool iq know
23878,1,innocent love gollybar said every irish kid ever
23888,1,latest merocrush daily thanks
23899,1,hot girl sex games white girl sex black guy
23909,1,say speaking collectively always known showed lot white rage still
23911,1,time got
23955,1,moron leading us path much potential damage destroy world
23956,1,nowhere close genius fact iq single digits
23963,1,pa mil rejected business must
23974,1,hope see none inauguration wait watching anyway
23986,1,ends hopeful message music industry
24004,1,thought factory left right polarisation
24007,1,scapelliti progresverebel ha good riddance
24009,1,uk fell pop star job
24012,1,jeff sessions tries delete decades
24024,1,despite demoralizing may ur free positive
24026,1,yrs endless lies contempt left activist u realize clarity never came clean w
24027,1,special message land either
24062,1,entering
24094,1,
24123,1,comments reflections ignorance
24142,1,never equate culture exclusive geographic boundaries
24150,1,joe biden want thank trump unmasking america
24164,1,arabs islamofascist
24175,1,replies dead tho
24176,1,send inauguration join today
24178,1,sea shepherd suppoers racist
24185,1,kind people need erased eah surface
24191,1,denial normalizing
24192,1,let chops knocks pride make better enjoyable
24201,1,feel like stomping listen
24212,1,racism fascism get ratings e people every time
24232,1,watch
24245,1,jokes women penis humping girl
24277,1,special kind stupid basis reality history must
24297,1,matter noh carolina progressive reactionary
24315,1,bet hc white would fired years ago
24318,1,might libtard
24342,1,always white christmas household
24344,1,joseon people japan abuse claims rights rough demo
24347,1,bluntly tweet announces racial profiling main station wow
24352,1,stop trying find even happening
24388,1,vote animal america fat chicks
24395,1,absurd comments reflections ignorance
24443,1,dumbest video ever
24449,1,birmingham friends miss special lecture bonhoeffer racism bonhoeffer expe
24455,1,sleep night terrible person sir represent everything wrong country gfy
24458,1,might libtard
24532,1,sea shepherd suppoers racist
24543,1,techjunkiejh daily unpacks
24566,1,rags spread propaganda fear hatred
24570,1,arise sir mo farah country hating chumps
24574,1,everyday response
24602,1,michelle obama case beginning
24605,1,thats
24608,1,gotta hand keeping pretty darn cool face blatant
24623,1,go take anti meds
24624,1,call us really saying jealous us
24642,1,mad interracial couple tweet go fuck
24645,1,must think people really stupid otherwise would lie blatantly neve
24650,1,hopefully stop funding illegal state pay back
24715,1,coming
24720,1,st south long roll keep
24765,1,problem teach wrong teach
24767,1,porn vids web free sex
24771,1,abe govt oppress
24775,1,reality tech industry made regular ass people
24792,1,brutality rules new year manus close
24794,1,ku klux klan originally arm southern democratic pay terrorize freed slaves republicans sympathized
24807,1,latest african american turmoil thanks
24840,1,call go go
24855,1,ugly comments embarrass new yorkers
24857,1,feel like stomping listen
24878,1,stop annoying
24901,1,free porn thailand white girl sex black guy
24902,1,sexism may harmful men mental health
24904,1,powerful women work trump racist sexist never bash trump
24906,1,feel like stomping listen
24917,1,star sheree alleges neighbors pay permit
24918,1,sea shepherd suppoers racist
24928,1,forever pure
24930,1,might libtard
24933,1,sex postion picture white girl sex black guy
24944,1,feel like stomping listen
24950,1,watching white water
24969,1,obama tells trump american people f k leaves say anything
24970,1,crooked hillary clinton hates black people
24981,1,word factory race denial prevents healing
25006,1,answer replies youtube comments repeat know angry
25008,1,iconic brand associated trump brand tarnishing reputation
25019,1,michelle obama case beginning
25022,1,supposed quiet look pretty
25046,1,tell jeffery beauregard quit foolin around come pick hood sheets
25053,1,imagine finally ashamed enough past try hide
25074,1,unappetizing scam women need throw shackles
25077,1,world man took dive like people would say fixed b c woman expected
25078,1,guy racist full ignorance hatred
25086,1,maybe heard since decided want go
25111,1,suppo let hope america wakes plight
25113,1,history forget barack obama treated
25144,1,bernanke bailed wall street dumping billion largest banks
25150,1,cold war fought oil
25156,1,pres emperor sans clothes stop
25196,1,answer relates studying groups think ur struggles relevant
25229,1,outrageous racism rother dc hope families sue failing follow advice life guard causing
25232,1,go girl
25259,1,injustice inflame protests ash
25272,1,watch one u fearlessly take violent angry mob pro palestine protesters
25273,1,please reconsider stand glitter new york jan
25290,1,racism stuffed skinny jeans hipster comb bad racism shrouded white hood
25298,1,rapists got advice women
25319,1,might libtard
25335,1,worked worst congress history
25384,1,racist
25431,1,louisville kentucky woman goes rant
25435,1,please repo guy openly racist reprehensible
25436,1,pay
25442,1,originally meant white landholding males
25476,1,total like remain stance
25494,1,id checked police zero times months course discrepancy nothing
25496,1,racist troll ale great state kentucky listen last thurs crabs
25501,1,sea shepherd suppoers racist
25508,1,experiences europe american alive unwell
25514,1,voted scared little bullies
25515,1,vomit monster truckload shit jail pigs
25518,1,racism could fuel power needed light everyones christmas lights uk
25521,1,convo stop indigenous deaths means anything unless stas face epidemic
25524,1,true
25528,1,top stories featuring
25545,1,travelled game sad disappointed fans sad cheer team
25559,1,reason story snapchat seems always geared towards women
25560,1,ouch woow
25569,1,together christmas pls follow national day action feb
25570,1,meet white nationalist favorite russian philosopher aleksandr dugin
25578,1,vandalised condemns act
25589,1,plz sign
25598,1,forgot russia since betrayed trump never happened b putin soon slit throat
25616,1,feel like listen
25620,1,comes four groups given
25629,1,
25638,1,still needs help thinks survived need get office asap
25647,1,thought factory left right polarisation
25653,1,suspend funding u gov resigns
25664,1,hot lesbian sex office woman
25667,1,paul beloy still issue varying levels belgian football
25676,1,video enough crap
25680,1,looks like damned fool years usa openly opposed settlement buliding
25735,1,antics purposedly used divide us
25742,1,blacks blacks blacks facepalm smh
25751,1,truly sad lot working class men resent offered help woman evolution still lot
25763,1,legacy crony vote passes calling resign get boot
25782,1,stop etc labeling suppo none
25812,1,someone says racist
25863,1,everyone ask endorse blatant
25873,1,listen woman goes church kills thousands
25894,1,got australian shitty things
25916,1,book global age ht
25917,1,might libtard
25931,1,josephjett advocate kumbaya world like semitism motivate us single purpose intellectual
25940,1,wwi wwii waged oil
25957,1,u charge yur products made outside usa tell
26005,1,preying poor
26012,1,latest post masses kinda monster
26015,1,new paladino loving eggs like shit head bitching obama block early block often
26040,1,inter terrestrial
26077,1,complained pap white according
26100,1,entering new age repoer reflects hate crime beat
26108,1,feel like stomping listen
26110,1,despise everything stands trying destroy
26144,1,white people expats rest immigrants
26163,1,feel like stomping
26203,1,concept thrown window supremacists
26208,1,prostitutes brief history behaving badly
26212,1,likrichmond
26227,1,hair mystery may averse tips black women
26239,1,market crashed march greenspan cut interest rates even
26240,1,liz treacy condone ex councillor mark hackett
26249,1,hows stuff like still happening century point civil rights movement
26252,1,tackling systemic racism biases empathy read
26260,1,naked woman mo fo sex
26273,1,protesting trump fuhered
26282,1,dear media someone born call australians even shitty things
26284,1,one moments hannity responds semi retarded
26308,1,retweeted baycat msg business end
26319,1,dad assume gender
26326,1,empowerment absolutely scary cud slip dangerous levels look legislative attacks
26333,1,might libtard
26368,1,well said
26391,1,great
26405,1,love dude
26411,1,suppoers gonna make great hea
26436,1,might libtard
26447,1,advanced value chain videos
26450,1,enlightenment wasted wilfully blind
26531,1,cou media coverage wp victims feared lives maybe probation
26537,1,never room school board ever kids schools future
26560,1,today another attack japanese chinese claims racist
26580,1,uk youth parliament listen free app
26602,1,joined pizza pay talking
26606,1,get far
26618,1,obama jarretts agenda destroy everything good country inflict even bit hate
26627,1,takin piss
26637,1,perfect timing tweet
26663,1,feel like listen
26670,1,truly sad lot working class men resent offered help woman evolution still lot
26681,1,racism would done white mother proof group
26696,1,know
26697,1,nothing humorous jibes u trump official paladino fire crude obama remarks
26704,1,might libtard
26723,1,dick always dick
26759,1,seriously believe trump ally wishes mad cow disease death obama cnn
26780,1,islamic extremism kills tens thousands people every year
26802,1,funny get rid many distractions lousy qb maybe next year
26808,1,thank santa best christmas present ever
26814,1,ally carl slammed wish list nbc news
26843,1,team show combat
26846,1,latest say thanks
26851,1,swiftly sharpens fang
26853,1,btw fuck blm fuck bitch real simpleton figure one
26859,1,laws whites protects blacks
26874,1,rise today stories police brutality
26908,1,come n wake eff usa craziness stem n hatred seems
26946,1,racism front center trumpworld kkk folk open
26973,1,person rehired shame
26976,1,hard think still much prevalent many societies white rest assured
27003,1,genealogy
27005,1,bill fucking disgrace take ass russia
27026,1,last retro year whilst love good bit
27032,1,deeper look
27045,1,fights various municipalities naboomspruit area
27054,1,scientists child less months old
27111,1,definitive history racist ideas required reading
27121,1,um girl boy maybe gender neutral teenager
27122,1,sex videos chinese women workplace
27133,1,stop crying bhakt bhakt cornered rational answer offer trust read book
27140,1,approx million voted million voted mandate
27177,1,alapoet pisses like pisses something oughta know guy racist
27189,1,given looked jim crow inspiration especially true regarding expect
27212,1,sad people feel treat others like scum religion race sexuality ect
27225,1,mma fans losses matter great mma fans rhonda rousey lost twice trash
27229,1,look latest tweet want unity
27244,1,terming ppl bhakt denounce terrorism anti national acts shows ur sense reason never
27256,1,careful using term tweet
27257,1,black tea
27274,1,coward suggests white people
27298,1,feel like stomping listen
27313,1,must keep black president check
27333,1,damning video racist hillary says talk white people
27365,1,stupid lib word
27380,1,pa mil rejected business must
27387,1,fine ill boycott
27403,1,office woman porn blue tube
27417,1,mixed w native american spanish irish u call
27425,1,animation rima regas
27477,1,prostitutes brief history behaving badly
27479,1,thank power
27489,1,israeli regime roots racism
27492,1,advanced value chain videos
27505,1,passed still angry coherently talk
27516,1,hate loves attention january
27518,1,good man woman measured stable relationships opposite sex cliches semantics
27520,1,feel like stomping listen
27536,1,vandalised condemns act
27541,1,feel like stomping listen
27542,1,trump new york co chair makes racist gorilla remark michelle obama lt total tool fucking moron
27550,1,probably closeted posing w man long ago nuff said
27556,1,keep opposition
27573,1,must feel good
27577,1,might libtard
27593,1,excellent idea dig deep hang em high
27625,1,want call helping spread word since balls
27632,1,defunding aboion sending
27638,1,buy dl book deal
27657,1,analysis totally touch represent spirit
27663,1,nose perfumer sparks furore
27666,1,haha wow using n word equivalent arabic abd means slave
27702,1,thought factory left right polarisation
27707,1,today donkey proud murdering real palestinian semitic children thats
27710,1,nothing period
27715,1,latest eco news day thanks
27722,1,irony butthucreepers sexism aicle think pro rapist misogynists
27726,1,feel like stomping listen
27735,1,war violent except perhaps thailand
27747,1,got done threatening coworker give money says black male illegal smh
27750,1,transsexy naked boob
27757,1,might libtard
27845,1,mars bar charging guys entry girls like modern sexism
27854,1,naked fat girls russian sexy girls dating
27858,1,nobdy wants kiss
27875,1,dna largely unrepentant affair business existing
27895,1,message building business end
27900,1,might libtard
27902,1,hot press nikita news
27947,1,stones humans different gravity difference
27983,1,destroyed one minute
27986,1,ignored
27989,1,mother daughter blowjob white girl sex black guy
28050,1,btw adores
28080,1,impoant message
28092,1,anothr
28111,1,simplistic worldview exists today second soundbite
28142,1,liz treacy condone ex councillor mark hackett
28151,1,donald putin butt buddy commie
28152,1,precisely deplorables arms
28159,1,towards whites combined
28186,1,like could merge images like without understanding racist impact effect
28210,1,book global age ht
28240,1,might libtard
28242,1,amendment discussed thanks
28266,1,assholes like u shut every rape prevented victory humanity
28286,1,sea shepherd suppoers racist
28294,1,wish list cretin election co chairman mr
28295,1,build walls already many obstacles overcome
28315,1,runs mouth endlessly like lost yet ppl take glee losing perhaps
28316,1,many us find obama policies repugnant make us liberal racecard exhausted
28330,1,time realized done read america history
28345,1,must heabreaking within find helpless
28352,1,verified shocking video police touring civilians shot nov
28386,1,milo yiannopoulos hate mongering never buy another book nazi ss tossing bin
28390,1,jews christians muslims believe good prevail
28391,1,racist attack three muslim women city centre info
28393,1,names women best nude blonde teenagers
28403,1,never mentioned race could care yet bitch called david duke imo
28406,1,pre ordered sounds really great book
28414,1,white people rest us
28434,1,omits decades records ag confirmation hearing surprise
28435,1,princess eugenie caught racism row white actors playing chinese pas
28440,1,
28448,1,next police vehicle hang poster sing kill whites nothing happens
28449,1,mark levin reveals pay
28451,1,uk increased gb impo infidel backhanders
28465,1,spectrum voted
28475,1,sea shepherd suppoers racist
28500,1,ignored
28508,1,islamophobia serves empower extremists
28527,1,kevin macdonald ethnocentrism normal rational
28530,1,kind tweet want company rep sending
28558,1,co chair comment damn
28561,1,please lecture
28605,1,true progress
28613,1,think
28616,1,enough say
28633,1,ignorance looks like swastikas burning crosses
28665,1,sma think hate white males hate racism sexism grow brain right wingers
28687,1,crackers little racist mean white think kkk burn
28727,1,guilty treason must naked raygun treason
28735,1,might libtard
28737,1,might libtard
28795,1,also upset lost measure useless appendix government
28796,1,finally action
28797,1,white supremacy joke agree lying wmn get laid woh joking line thought
28801,1,live nyc see lot ove racism disappointed see much twitter must never tolerated
28828,1,going great year wait till happens
28829,1,video men women bed without clothes candid videos sexting
28833,1,unbelievable aicle tip never ok tell someone cannot procreate f
28864,1,relation yeah right see
28877,1,need black girl shut well
28897,1,let
28898,1,let realize u wear white hood tattoo b r
28900,1,shopping purge trump products think canadians
28907,1,video men women bed without clothes nude mother son sex
28911,1,cant run
28921,1,comments reflections ignorance
28923,1,word factory race denial prevents healing
28924,1,ambassador says form
28936,1,said better truthfully donny boy
28947,1,stop legitimizing using alt right call nazi doctrine incl ultranationalism
28971,1,uk government new anti semitism definition conflates racism valid criticism israel
28990,1,attack chinguas lt
29002,1,
29003,1,shown us
29010,1,excellent analysis gt gt real crisis europe apostolis fotiadis
29048,1,spread word join millions national day healing jan
29053,1,fair lovely effect
29065,1,ignored
29080,1,fo woh pastors say officer acts viral video arrests racist
29087,1,called cr cker truly feels like
29092,1,intolerant post brexit britain history shows better hugh muir
29102,1,villy wang
29103,1,queue basket food shopping guy says give us smile think response first look face
29112,1,suspected henrico dec pm et
29136,1,women defenders want
29156,1,tornado black people common takes ruin neighborhood
29169,1,age gender race define capabilities
29173,1,another comment social media idiot
29189,1,ssn address home network info billing info still speak husband
29198,1,feel like stomping listen
29204,1,girls world jgirl sex
29229,1,obama biden president vp history
29238,1,playground insults always reflected family society rhetoric
29239,1,well sewer rats take cent use watch football hate
29262,1,explain actions netanyahu claim discrimination u others
29263,1,sniff subtle ignorant nano second even underlying flippant comment towards someone else
29304,1,forgot small hands orange skin weird hair big teeth
29398,1,yeah man fuck feminism
29422,1,buffalo school districts boots trump ally racist comments
29423,1,pre crime germany places make wear badges
29460,1,cou rejects city appeal discrimination case policeman
29463,1,diagram explains trump response orlando
29595,1,emboldened win
29599,1,campaign co chair answers questions
29602,1,provoking neighbours noise says ever wants trash haters
29625,1,many politicians claim jihad attack humanity
29630,1,racial differences r biological reality rottweilers vs chihuahuas iq gt understand
29670,1,black men black women stockholm syndrome
29678,1,ever noticed word non black person word black person yields almost reaction
29681,1,westerners islamophobes
29768,1,major kind people talking enough
29803,1,
29814,1,need stop racist let terrorists kill
29819,1,obstruction goes way back discovered black
29869,1,good afternoon sweety send letter
29879,1,originally meant white landholding males
29885,1,might libtard
29887,1,michelle obama crack pipe
29899,1,meanwhile german also distinguished neo nazi scene anymore terms terminology
29906,1,staing let
29911,1,stop trying find even happening
29913,1,bernanke bailed wall street dumping billion largest banks
29950,1,anti racist white murdered blacks south africa
29970,1,kind expect amrica
30009,1,oh yes rude nasty behavior brought main stream
30022,1,please explain us bad
30024,1,hello love glad see
30032,1,like stomping listen
30042,1,beware marketing tainting messages
30057,1,nude teen play women spo
30066,1,feel like stomping listen
30074,1,bluntly language announces racial profiling main station
30079,1,vandalised condemns act
30080,1,pupil suing school district alleged classroom incident
30133,1,time boycott gives book deal troll banned twitter
30134,1,blacks blacks blacks facepalm smh
30148,1,wife crashes funeral horrifying husband ordered killed community turns
30163,1,math help defeat
30181,1,diversity officer states among things yet ethnic minority woman
30189,1,leave gweh longer debate
30233,1,staing let
30242,1,always amazed number excellent black athletes want play racist schools racist states
30249,1,btw adores without following
30264,1,systemic rather humanity human power reinforced minute
30268,1,might libtard
30271,1,strangely silent statement surprised
30281,1,e changes title kkk documentary amid criticism
30290,1,listen woman goes church kills thousands
30293,1,roots kin
30301,1,chomsky israeli much worse south africa
30350,1,woman cou racism charge
30372,1,agreed true overused terms result fast becoming meaningless
30397,1,let tell story specifically super heroes vs
30402,1,please stop go away take ur ugly skank u
30425,1,muslims islamic extremists
30444,1,billionaire chair trump says hopes obama dies michelle goes back male ape africa
30453,1,new video shows guy staed abuse humiliated muslim
30488,1,trump ny co chair makes racist remarks michelle obama
30489,1,agreed true overused terms result fast
30493,1,try
30496,1,judge lets wlk aftr special needs blk teen ddnt wnt tht record wud nevr work n reverse
30520,1,protesting trump fuhered
30526,1,still rooted society attitude towards black women hair read candide uyanze
30530,1,homicides rose big cities year wall street journal
30537,1,may correct pay attention
30545,1,vandalised condemns act
30579,1,protesting trump fuhered
30599,1,like need bad guy excuse bad ideology
30606,1,need universities indoctrinating children turning
30615,1,feel like stomping
30635,1,kind enable
30641,1,people around world afraid world primed react
30659,1,real jeff sessions
30699,1,ignored
30700,1,called would
30704,1,awesome black man gets kkk members disavow befriending
30707,1,lol pasty cakes telling quit b c choice suppo asshat president pure comedy weirdos
30731,1,thing average christian muslim jew
30754,1,like msian opposition claim bangladeshis voted bn evidence yet people believe
30761,1,stop
30770,1,form
30777,1,three stages empire imperialism colonialism neocolonialism
30793,1,drunk lady falls heater indian friend trying help thrown
30796,1,real
30829,1,icymi yesterday one peh venue offers nye enteainment
30831,1,one requirement job us president male
30835,1,term works ways happy keep bandying
30839,1,bruh nothing new whole debacle would went
30860,1,trafficking profit use word nigger sell music
30881,1,proud present team
30900,1,culture like view never reach
30902,1,waiting somebody call see anybody
30916,1,alt right movement like mustfall
30921,1,prince charles offers danger robinson wrong
30931,1,nooltham
30932,1,problem america today dumb equal oppounity killer dreams
30937,1,anti whites brag inevitable brown future scream oppose pushing
30951,1,sure sunderland alone incidents double brexit vote
30957,1,ignored
30978,1,isnt attracted asian women sends pic korean woman says look passing
31026,1,oops carl paladino mean publicly post racist comments
31040,1,opposed let
31045,1,book enduring conviction fred korematsu quest
31047,1,sex top porn video
31132,1,ignorant praised cretin reinstated job state federal
31178,1,time realized done read america history
31179,1,u termed outsider gave u right said indian many us
31196,1,u
31201,1,
31228,1,reading list new year
31240,1,john terry chose white christmas favourite christmas song surprise
31262,1,openly total graceless goodbye america first black president
31272,1,goodbye definitely hope leave behind
31299,1,beware snowball effect black men women
31318,1,perfect timing tweet
31341,1,zionism ultra ohodox jewish children worksheet says non jews evil
31343,1,malia shake ass fine pass blunt
31364,1,america racist plethora reasons someone like obama ignorant many
31365,1,okay course
31372,1,want stop sure begin let us show cc
31398,1,need change profiling get service poor
31404,1,like one thing
31407,1,buffalo school board moves oust controversial ally remarks
31421,1,live swiftly sharpens fang tale
31443,1,sick fuck looks like pedophile friend
31460,1,might libtard
31483,1,thinks notice redacts decades ove application ag confirmation
31484,1,sea shepherd suppoers racist
31492,1,might libtard
31501,1,also love usa hea suppo trump hates half
31505,1,greetings us world
31531,1,thanks racists fascist sucks
31536,1,fuck done bullshit
31541,1,ends hopeful message music industry
31562,1,every ushers lies hate incineration
31580,1,white people expats rest us immigrants
31594,1,might libtard
31603,1,girl get fuck bondage leather girl
31604,1,dwyane wade hate
31606,1,hate muzzies
31608,1,protesting trump fuhered
31637,1,might libtard
31661,1,us citizens find period great contradictions ie seems
31665,1,kills remember one born hate love change world
31667,1,need keep feeding
31670,1,always
31680,1,chick gets fucked crazy european sex
31691,1,ways fails users
31708,1,sessions african americans fear
31718,1,white girl sex black guy girls nackt video free online
31719,1,feel like stomping
31726,1,real minions freedom
31739,1,video whole situation
31742,1,might libtard
31757,1,stop chelski fans
31765,1,attitude women got common norman bates
31772,1,destroyed many lives mad bad policies destroyed
31777,1,bringing back morals
31789,1,one rare breed shot street left pissing blood gutter
31806,1,please forget use word binds men never ignore excuse
31817,1,unappetizing scam women need throw shackles
31829,1,hammock attempted
31863,1,refuses veto resolution
31864,1,conflate islamic extremism terrorism
31865,1,see destroying masjids
31882,1,come n wake eff usa craziness stem n hatred seems
31891,1,dr frances cress welsing racism defined
31899,1,end
31903,1,nothing would
31912,1,end without mentioning
31926,1,follow gentlemen kicked airlines simply speaking arabic
31929,1,keep words use
31930,1,ignored
31933,1,judd
31934,1,lady banned kentucky mall
31946,1,omfg offended mailbox proud
31947,1,balls hashtag say weasel away lumpy tony dipshit
31948,1,makes ask anybody god oh thank god
31960,1,vandalised condemns act
